idlocalidade;nome_localidade;cod_uf
253562;Hidrelétrica Tucuruí (Tucuruí);15
253563;Iataí (Altamira);15
253564;Igarapé da Lama (Santarém);15
253565;Inanu (Santarém);15
253566;Jamanxinzinho (Itaituba);15
253567;Ligação do Pará (Paragominas);15
253568;Marajoara (Redenção);15
253569;Mata Geral (Redenção);15
253570;Miritituba (Itaituba);15
253571;Morada Nova (Marabá);15
253572;Murumuru (Marabá);15
253573;Nazaré dos Patos (Tucuruí);15
253574;Novo Planalto (Redenção);15
253575;Núcleo Urbano Quilômetro 30 (Itaituba);15
253576;Osvaldilândia (Redenção);15
253577;Paratins (Marabá);15
253578;Piçarra (Xinguara);15
253579;Piraquara (Santarém);15
253580;Porto Trombetas (Oriximiná);15
253581;Quatro Bocas (Tomé-Açú);15
253582;Repartimento (Tucuruí);15
253583;Rio Vermelho (Xinguara);15
253584;Riozinho (Itaituba);15
253585;Santa Terezinha (Castanhal);15
253586;Santo Antônio (Redenção);15
253587;São Francisco (Xinguara);15
253588;São João do Piriá (Paragominas);15
253589;São Joaquim do Tapará (Santarém);15
253590;São Jorge (Santarém);15
253591;Serra Pelada (Marabá);15
253592;Vila dos Cabanos (Barcarena);15
253593;Vila França (Santarém);15
253594;Vila Goreth (Santarém);15
253595;Vila Isol (Itaituba);15
253596;Vila Planalto (Itaituba);15
253597;Vila Santa Fé (Marabá);15
253598;Vila Socorro (Santarém);15
253599;Xinguarinha (Xinguara);15
253600;Campo Alegre (Sousa);25
253601;Forte Velho (Santa Rita);25
253602;Lagoa de Dentro (Campina Grande);25
253603;Lerolândia (Santa Rita);25
253604;Núcleo N 2 (Sousa);25
253605;Núcleo N 3 (Sousa);25
253606;Odilândia (Santa Rita);25
253607;Pereiros (Sousa);25
253608;Porteirinha de Pedra (Campina Grande);25
253609;Ribeira (Santa Rita);25
253610;Santa Terezinha (Campina Grande);25
253611;São Gonçalo (Sousa);25
253612;Tambauzinho (Santa Rita);25
253613;Várzea Nova (Santa Rita);25
253614;Novo Nilo (União);22
253615;Acampamento das Minas (Telêmaco Borba);41
253616;Agostinho (Castro);41
253617;Água Branca (Guarapuava);41
253618;Água Mineral (Guarapuava);41
253619;Água Vermelha (Castro);41
253620;Altaneira (Maringá);41
253621;Alto Alegre (Umuarama);41
253622;Alto Amparo (Telêmaco Borba);41
253623;Alto Pará (Cascavel);41
253624;Alto Sabiá (Guarapuava);41
253625;Andorinhas (Castro);41
253626;Antas (Laranjeiras do Sul);41
253627;Antas (Telêmaco Borba);41
253628;Aranha (Colombo);41
253629;Areias (Castro);41
253630;Aricanduva (Arapongas);41
253631;Aroeira (Cascavel);41
253632;Arquimedes (Cascavel);41
253633;Bairro Cachoeira (Guarapuava);41
253634;Bairro Limoeiro (Londrina);41
253635;Banhado (Guarapuava);41
253636;Barra Bonita (Francisco Beltrão);41
253637;Barra Grande (Ponta Grossa);41
253638;Barreiro (Cascavel);41
253639;Barreiro (Guarapuava);41
253640;Barreiros (Apucarana);41
253641;Barrinha (Castro);41
253642;Barro Preto (Cascavel);41
253643;Barro Preto (Londrina);41
253644;Barro Preto (São José dos Pinhais);41
253645;Bela Vista (Manoel Ribas);41
253646;Betaras (Almirante Tamandaré);41
253647;Boa Vista (Campo Largo);41
253648;Boa Vista (Pato Branco);41
253649;Boa Vista (Ponta Grossa);41
253650;Boa Vista (Toledo);41
253651;Bocaina (Ponta Grossa);41
253652;Bom Retiro (Cascavel);41
253653;Bom Retiro (Guarapuava);41
253654;Bom Retiro (Pato Branco);41
253655;Bom Sucesso (Guarapuava);41
253656;Botuquara (Ponta Grossa);41
253657;Bulcão (Castro);41
253658;Cabrito (Paranavaí);41
253659;Cachoeira (Cascavel);41
253660;Colônia Cachoeira (Guarapuava);41
253661;Cachoeirinha (Pato Branco);41
253662;Cambiju (Ponta Grossa);41
253663;Campestrinho (Araucária);41
253664;Campina (Campo Largo);41
253665;Campina (Guarapuava);41
253666;Campina (São José dos Pinhais);41
253667;Campina do Miranguava (São José dos Pinhais);41
253668;Campina dos Furtados (São José dos Pinhais);41
253669;Campinas (Campo Largo);41
253670;Campo do Meio (Ponta Grossa);41
253671;Capão Alto (Castro);41
253672;Capão Alto (Guarapuava);41
253673;Capão Bonito (Guarapuava);41
253674;Capão da Lagoa (Guarapuava);41
253675;Capão Grande (Ponta Grossa);41
253676;Capão Rico (Guarapuava);41
253677;Capivara (Almirante Tamandaré);41
253678;Capoeirinha (Castro);41
253679;Cara Pintado (Guarapuava);41
253680;Cará-Cará (Ponta Grossa);41
253681;Caramuru (Cambé);41
253682;Carazinho (Ponta Grossa);41
253683;Casa Nova (Castro);41
253684;Cascatinha (Cambé);41
253685;Catanduvas (Castro);41
253686;Caxambu (Castro);41
253687;Centenário (Ponta Grossa);41
253688;Central Lupion (Cascavel);41
253689;Centralito (Cascavel);41
253690;Cerne (Campo Largo);41
253691;Cerrado Grande (Ponta Grossa);41
253692;Cerro Velho (Ponta Grossa);41
253693;Coitinho (Guarapuava);41
253694;Colônia Acioli (São José dos Pinhais);41
253695;Colônia Castelhanos (São José dos Pinhais);41
253696;Colônia Castrolânda (Castro);41
253697;Colônia Centenário (Cascavel);41
253698;Colônia Cristina (Araucária);41
253699;Colônia Dom Carlos (Pato Branco);41
253700;Colônia Esperança (Cascavel);41
253701;Colônia Iapó (Castro);41
253702;Colônia Melissa (Cascavel);41
253703;Colônia Pereira (Paranaguá);41
253704;Colônia Santos Andrade (São José dos Pinhais);41
253705;Colônia São José (Cascavel);41
253706;Colônia Sapucaí (Cascavel);41
253707;Colônia Saúde (Londrina);41
253708;Colônia Tapera (Ponta Grossa);41
253709;Conceição (Castro);41
253710;Conchas Velhas (Ponta Grossa);41
253711;Corvo (Guarapuava);41
253712;Costeira (Araucária);41
253713;Cunhaporanga (Castro);41
253714;Curucaca (Guarapuava);41
253715;Despique (São José dos Pinhais);41
253716;Dois Marcos (Toledo);41
253717;Dom Rodrigo (Campo Largo);41
253718;Doutor Ernesto (Toledo);41
253719;Emboguaçu (Paranaguá);41
253720;Emboque (Piraquara);41
253721;Emboque (São José dos Pinhais);41
253722;Encruzilhada (Guarapuava);41
253723;Encruzilhada (Pato Branco);41
253724;Espírito Santo (Londrina);41
253725;Estação General Lúcio (Araucária);41
253726;Estação Roça Nova (Piraquara);41
253727;Europa (Paranaguá);41
253728;Faisqueira (Telêmaco Borba);41
253729;Faxina (São José dos Pinhais);41
253730;Faxinal dos Elias (Guarapuava);41
253731;Faxinal Santa Cruz (Ponta Grossa);41
253732;Fazenda do Brigadeiro (Cascavel);41
253733;Fazenda dos Barbosas (Guarapuava);41
253734;Fazenda Jangada (Cascavel);41
253735;Fazenda Salmo 23 (Umuarama);41
253736;Fazendinha (Francisco Beltrão);41
253737;Felpudo (Campo Largo);41
253738;Ferreiras (Ponta Grossa);41
253739;Fiusas (Guarapuava);41
253740;Formigone (Umuarama);41
253741;Fueros (Guarapuava);41
253742;Fundão (Castro);41
253743;Gamadinho (Cascavel);41
253744;Gamela (São José dos Pinhais);41
253745;Gaúcha (Francisco Beltrão);41
253746;Gavião (Laranjeiras do Sul);41
253747;General Osório (Toledo);41
253748;Góis (Guarapuava);41
253749;Guairacá (Londrina);41
253750;Guarapuavinha (Francisco Beltrão);41
253751;Guararema (Castro);41
253752;Guardamoria (Telêmaco Borba);41
253753;Harmonia (Telêmaco Borba);41
253754;Herval Grande (Laranjeiras do Sul);41
253755;Hidrelétrica Itaipu (Foz do Iguaçu);41
253756;Iarama (Umuarama);41
253757;Igrejinha (Guarapuava);41
253758;Ilha do Mel (Paranaguá);41
253759;Ilha dos Valadares (Paranaguá);41
253760;Imbauzinho (Telêmaco Borba);41
253761;Independência (Pato Branco);41
253762;Inspetor Carvalho (São José dos Pinhais);41
253763;Invernada (Castro);41
253764;Invernadinha (Guarapuava);41
253765;Ipiranga (Araucária);41
253766;Itambé (Campo Largo);41
253767;Itapanhacanga (Castro);41
253768;Itaqui (Campo Largo);41
253769;Itinga (Paranaguá);41
253770;Jaborandi (Umuarama);41
253771;Jaboticabal (Ponta Grossa);41
253772;Jaburu (Ponta Grossa);41
253773;Jacaré (Francisco Beltrão);41
253774;Jardim (Londrina);41
253775;Javacaé (Campo Largo);41
253776;Colônia Jordãozinho (Guarapuava);41
253777;km 30 (Telêmaco Borba);41
253778;Lagoa (Castro);41
253779;Lagoa (Telêmaco Borba);41
253780;Lagoa Bonita (Castro);41
253781;Lagoa dos Ribas (Castro);41
253782;Lagoa Dourada (Ponta Grossa);41
253783;Lagoa Seca (Guarapuava);41
253784;Lagoinha (Telêmaco Borba);41
253785;Lajeado (Castro);41
253786;Lajeado (Ponta Grossa);41
253787;Lajeado Grande (Guarapuava);41
253788;Laranja Azeda (Telêmaco Borba);41
253789;Lavra (Campo Largo);41
253790;Lavrinha (Guarapuava);41
253791;Linha Giacomini (Toledo);41
253792;Lopei (Toledo);41
253793;Macaco (Castro);41
253794;Macucos (Guarapuava);41
253795;Maitá (Guarapuava);41
253796;Mandaçaia (Guarapuava);41
253797;Mandiocaba (Paranavaí);41
253798;Maracanã (Castro);41
253799;Maria Luiza (Paranaguá);41
253800;Marrecas (Guarapuava);41
253801;Martins (Araucária);41
253802;Matinhos (Guarapuava);41
253803;Mato Queimado (Ponta Grossa);41
253804;Meia-Lua (Almirante Tamandaré);41
253805;Memória (Toledo);41
253806;Miranda (Telêmaco Borba);41
253807;Morro Alto (São José dos Pinhais);41
253808;Morro Inglês (Paranaguá);41
253809;Nossa Senhora de Lourdes (Cascavel);41
253810;Nossa Senhora do Carmo (Pato Branco);41
253811;Nova Brasília (Toledo);41
253812;Nova Riqueza (Pinhal de São Bento);41
253813;Nova Tirol (Piraquara);41
253814;Nova Videira (Toledo);41
253815;Novo Horizonte (Cascavel);41
253816;Olaria (Cascavel);41
253817;Olaria (Telêmaco Borba);41
253818;Olho Agudo (São José dos Pinhais);41
253819;Olho d Água (Castro);41
253820;Paiol Queimado (Castro);41
253821;Palmeirinha (Castro);41
253822;Palmital (Castro);41
253823;Passa Una (Araucária);41
253824;Passo da Ilha (Pato Branco);41
253825;Passo dos Pupos (Ponta Grossa);41
253826;Passo Fundo (Campo Largo);41
253827;Pedras (Castro);41
253828;Pelado (Guarapuava);41
253829;Piassuguera (Paranaguá);41
253830;Pinhalzinho (Apucarana);41
253831;Pinhalzinho (Cascavel);41
253832;Piracema (Paranavaí);41
253833;Pitangui (Ponta Grossa);41
253834;Pocinho (Ponta Grossa);41
253835;Ponta do Pasto (Paranaguá);41
253836;Portão (Cascavel);41
253837;Porto Belo (Foz do Iguaçu);41
253838;Porto Meira (Foz do Iguaçu);41
253839;Porto San Juan (Foz do Iguaçu);41
253840;Prata Um (Telêmaco Borba);41
253841;Progresso (Francisco Beltrão);41
253842;Quebra Freio (Pato Branco);41
253843;Queimados (Guarapuava);41
253844;Região dos Valos (Telêmaco Borba);41
253845;Retiro (Castro);41
253846;Retiro Grande (Campo Largo);41
253847;Ribeirão do Pinheiro (Castro);41
253848;Rio Abaixo (Castro);41
253849;Rio das Antas (Cascavel);41
253850;Rio das Mortes (Guarapuava);41
253851;Rio das Pedras (Guarapuava);41
253852;Rio das Pedras (Paranaguá);41
253853;Rio das Pombas (Paranaguá);41
253854;Rio do Mato (Francisco Beltrão);41
253855;Rio Novo (Cascavel);41
253856;Rio Quatorze (Francisco Beltrão);41
253857;Rio Saltinho (Cascavel);41
253858;Rio Saudade (Francisco Beltrão);41
253859;Roça Velha (Ponta Grossa);41
253860;Roça Velha (São José dos Pinhais);41
253861;Rondinha (Guarapuava);41
253862;Salto Portão (Cascavel);41
253863;Colônia Samambaia (Guarapuava);41
253864;Santa Clara (Castro);41
253865;Santa Lurdes (Cambé);41
253866;Santa Margarida (Londrina);41
253867;Santa Quitéria (Campo Largo);41
253868;Santa Quitéria (Castro);41
253869;Santa Rita (Castro);41
253870;Santa Rita (Pato Branco);41
253871;Santa Rosa (Francisco Beltrão);41
253872;Santo Antônio (Castro);41
253873;Santo Antônio (Laranjeiras do Sul);41
253874;São Braz (Cascavel);41
253875;São Braz (Pato Branco);41
253876;São Cirilo (Castro);41
253877;São Cristovão (Paranavaí);41
253878;São Domingos (Apucarana);41
253879;São Francisco (Guarapuava);41
253880;São Francisco (Umuarama);41
253881;São Gabriel (Cambé);41
253882;São Gabriel (Colombo);41
253883;São Gotardo (Pato Branco);41
253884;São João (Laranjeiras do Sul);41
253885;São Joaquim (Arapongas);41
253886;São Joaquim (Guarapuava);41
253887;São Leonardo (Londrina);41
253888;São Lourenço (Castro);41
253889;São Luiz (Paranaguá);41
253890;São Marcos (Londrina);41
253891;São Miguel (Araucária);41
253892;São Miguel (Francisco Beltrão);41
253893;São Paulo (Toledo);41
253894;São Pedro (Campo Largo);41
253895;São Pedro (Guarapuava);41
253896;São Pedro (Paranavaí);41
253897;São Pedro Lopei (Cascavel);41
253898;São Sebastião (Castro);41
253899;São Sebastião (Guarapuava);41
253900;São Sebastião (São José dos Pinhais);41
253901;São Sebastião (Telêmaco Borba);41
253902;Sede Chaparral (Toledo);41
253903;Sede Progresso (Francisco Beltrão);41
253904;Selva (Londrina);41
253905;Serraria Klas (Ponta Grossa);41
253906;Serrinha (Cambé);41
253907;Serrinha (Castro);41
253908;Sete Saltos de Cima (Ponta Grossa);41
253909;Colônia Socorro (Guarapuava);41
253910;Sutis (Londrina);41
253911;Taipa (Guarapuava);41
253912;Tambarutaca (Paranaguá);41
